timestamp,action,symbol,reason,detail
2026-07-13T14:11:08.323920+00:00,HOLD,AAPL,score=+60 pnl=+4.0%,tech=+55 fund=+64 price=$321.40
2026-07-13T14:11:09.495200+00:00,HOLD,AMZN,score=+41 pnl=+1.7%,tech=+27 fund=+50 price=$246.96
2026-07-13T14:11:10.837986+00:00,HOLD,GOOGL,score=+33 pnl=-4.6%,tech=-27 fund=+73 price=$355.78
2026-07-13T14:11:12.301343+00:00,HOLD,JPM,score=+39 pnl=-2.0%,tech=+36 fund=+41 price=$334.16
2026-07-13T14:11:13.478977+00:00,HOLD,META,score=+58 pnl=+9.7%,tech=+36 fund=+73 price=$663.04
2026-07-13T14:11:14.813499+00:00,HOLD,MSFT,score=+55 pnl=+0.2%,tech=+27 fund=+73 price=$385.73
2026-07-13T14:11:16.105068+00:00,HOLD,NVDA,score=+66 pnl=+3.7%,tech=+36 fund=+86 price=$209.43
2026-07-13T14:11:17.551587+00:00,HOLD,V,score=+60 pnl=-0.3%,tech=+55 fund=+64 price=$354.49
2026-07-13T14:11:19.004517+00:00,HOLD,XOM,score=+30 pnl=-0.2%,tech=+27 fund=+32 price=$142.48
2026-07-13T14:11:19.007013+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（8天前生成，30只）@ universe.json
2026-07-13T14:11:57.202718+00:00,SKIP(exposure),ANET,score=+68,tech=+55 fund=+77 price=$187.33
2026-07-13T14:11:57.203095+00:00,SKIP(exposure),LLY,score=+61,tech=+36 fund=+77 price=$1191.72
2026-07-13T14:11:57.203495+00:00,SKIP(exposure),JNJ,score=+60,tech=+55 fund=+64 price=$257.48
2026-07-13T14:11:57.203701+00:00,SKIP(exposure),ISRG,score=+57,tech=+27 fund=+77 price=$412.19
2026-07-13T14:11:57.203864+00:00,SKIP(exposure),AVGO,score=+57,tech=+27 fund=+77 price=$392.41
2026-07-13T14:11:57.204014+00:00,SKIP(exposure),TMO,score=+52,tech=+55 fund=+50 price=$528.36
2026-07-13T14:11:57.204164+00:00,SKIP(exposure),WFC,score=+46,tech=+55 fund=+41 price=$86.47
2026-07-13T14:11:57.204313+00:00,SKIP(exposure),AMD,score=+46,tech=+27 fund=+59 price=$538.12
2026-07-13T14:11:57.204464+00:00,SKIP(exposure),MS,score=+42,tech=+36 fund=+45 price=$220.78
2026-07-13T14:11:57.204611+00:00,SKIP(exposure),MU,score=+41,tech=-27 fund=+86 price=$930.35
2026-07-13T14:11:57.204753+00:00,SKIP(exposure),BAC,score=+39,tech=+36 fund=+41 price=$59.02
2026-07-13T14:11:57.204853+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$220.19
2026-07-13T14:11:57.204946+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$246.51
2026-07-13T14:11:57.205036+00:00,SKIP(exposure),GEV,score=+33,tech=-27 fund=+73 price=$1064.00
2026-07-14T11:12:44.013423+00:00,HOLD,AAPL,score=+60 pnl=+1.8%,tech=+55 fund=+64 price=$317.31
2026-07-14T11:12:44.473560+00:00,HOLD,AMZN,score=+41 pnl=+1.2%,tech=+27 fund=+50 price=$247.31
2026-07-14T11:12:44.891738+00:00,HOLD,GOOGL,score=+29 pnl=-5.9%,tech=-36 fund=+73 price=$352.51
2026-07-14T11:12:45.401212+00:00,HOLD,JPM,score=+39 pnl=-4.5%,tech=+36 fund=+41 price=$334.53
2026-07-14T11:12:45.771241+00:00,HOLD,META,score=+58 pnl=+7.3%,tech=+36 fund=+73 price=$656.73
2026-07-14T11:12:46.220081+00:00,HOLD,MSFT,score=+55 pnl=-1.6%,tech=+27 fund=+73 price=$390.99
2026-07-14T11:12:46.617691+00:00,HOLD,NVDA,score=+63 pnl=+1.5%,tech=+27 fund=+86 price=$203.53
2026-07-14T11:12:47.059969+00:00,HOLD,V,score=+60 pnl=-0.0%,tech=+55 fund=+64 price=$357.75
2026-07-14T11:12:47.661980+00:00,HOLD,XOM,score=+30 pnl=+2.0%,tech=+27 fund=+32 price=$144.51
2026-07-14T11:12:47.662200+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（8天前生成，30只）@ universe_ai.json
2026-07-14T11:13:00.575962+00:00,SKIP(exposure),ANET,score=+68,tech=+55 fund=+77 price=$181.15
2026-07-14T11:13:00.576035+00:00,SKIP(exposure),LLY,score=+61,tech=+36 fund=+77 price=$1181.87
2026-07-14T11:13:00.576080+00:00,SKIP(exposure),JNJ,score=+60,tech=+55 fund=+64 price=$257.77
2026-07-14T11:13:00.576146+00:00,SKIP(exposure),AVGO,score=+57,tech=+27 fund=+77 price=$384.05
2026-07-14T11:13:00.576190+00:00,SKIP(exposure),TMO,score=+52,tech=+55 fund=+50 price=$528.51
2026-07-14T11:13:00.576228+00:00,SKIP(exposure),WFC,score=+46,tech=+55 fund=+41 price=$87.67
2026-07-14T11:13:00.576265+00:00,SKIP(exposure),AMD,score=+46,tech=+27 fund=+59 price=$534.39
2026-07-14T11:13:00.576302+00:00,SKIP(exposure),MS,score=+42,tech=+36 fund=+45 price=$221.09
2026-07-14T11:13:00.576340+00:00,SKIP(exposure),MU,score=+41,tech=-27 fund=+86 price=$937.00
2026-07-14T11:13:00.576378+00:00,SKIP(exposure),BAC,score=+39,tech=+36 fund=+41 price=$59.50
2026-07-14T11:13:00.576415+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$217.53
2026-07-14T11:13:00.576453+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$248.00
2026-07-14T11:13:00.576526+00:00,SKIP(exposure),GEV,score=+33,tech=-27 fund=+73 price=$1042.60
2026-07-14T11:13:00.576567+00:00,SKIP(exposure),ISRG,score=+32,tech=-36 fund=+77 price=$407.12
2026-07-14T11:13:00.576604+00:00,SKIP(exposure),CEG,score=+30,tech=+27 fund=+32 price=$257.57
2026-07-15T11:17:16.287776+00:00,HOLD,AAPL,score=+38 pnl=+2.6%,tech=+0 fund=+64 price=$nan
2026-07-15T11:17:17.248231+00:00,HOLD,AMZN,score=+26 pnl=+2.3%,tech=-9 fund=+50 price=$nan
2026-07-15T11:17:17.676902+00:00,HOLD,GOOGL,score=+36 pnl=-4.1%,tech=-18 fund=+73 price=$nan
2026-07-15T11:17:18.249869+00:00,HOLD,JPM,score=+25 pnl=+0.7%,tech=-18 fund=+55 price=$nan
2026-07-15T11:17:18.586183+00:00,HOLD,META,score=+58 pnl=+9.6%,tech=+36 fund=+73 price=$661.04
2026-07-15T11:17:19.082862+00:00,HOLD,MSFT,score=+40 pnl=+0.2%,tech=-9 fund=+73 price=$nan
2026-07-15T11:17:19.475454+00:00,HOLD,NVDA,score=+48 pnl=+4.8%,tech=-9 fund=+86 price=$nan
2026-07-15T11:17:19.982353+00:00,HOLD,V,score=+38 pnl=+0.0%,tech=+0 fund=+64 price=$nan
2026-07-15T11:17:20.669240+00:00,HOLD,XOM,score=+15 pnl=+1.6%,tech=-9 fund=+32 price=$nan
2026-07-15T11:17:20.669448+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（9天前生成，30只）@ universe_ai.json
2026-07-15T11:17:36.638735+00:00,SKIP(exposure),ANET,score=+68,tech=+55 fund=+77 price=$182.57
2026-07-15T11:17:36.638825+00:00,SKIP(exposure),AVGO,score=+43,tech=-9 fund=+77 price=$nan
2026-07-15T11:17:36.638864+00:00,SKIP(exposure),MU,score=+41,tech=-27 fund=+86 price=$nan
2026-07-15T11:17:36.638898+00:00,SKIP(exposure),LLY,score=+39,tech=-18 fund=+77 price=$nan
2026-07-15T11:17:36.638930+00:00,SKIP(exposure),ISRG,score=+39,tech=-18 fund=+77 price=$nan
2026-07-15T11:17:36.638962+00:00,SKIP(exposure),JNJ,score=+38,tech=+0 fund=+64 price=$nan
2026-07-15T11:17:36.638993+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$nan
2026-07-15T11:17:36.639023+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$244.78
2026-07-15T11:17:36.639055+00:00,SKIP(exposure),GEV,score=+33,tech=-27 fund=+73 price=$1066.01
2026-07-15T11:17:36.639106+00:00,SKIP(exposure),TMO,score=+30,tech=+0 fund=+50 price=$nan
2026-07-16T11:56:01.472542+00:00,HOLD,AAPL,score=+60 pnl=+6.2%,tech=+55 fund=+64 price=$327.50
2026-07-16T11:56:01.976619+00:00,HOLD,AMZN,score=+45 pnl=+5.4%,tech=+36 fund=+50 price=$254.96
2026-07-16T11:56:02.562490+00:00,HOLD,GOOGL,score=+58 pnl=+0.4%,tech=+36 fund=+73 price=$370.92
2026-07-16T11:56:03.160818+00:00,HOLD,JPM,score=+63 pnl=+1.8%,tech=+55 fund=+68 price=$346.91
2026-07-16T11:56:03.739689+00:00,HOLD,META,score=+58 pnl=+12.9%,tech=+36 fund=+73 price=$681.31
2026-07-16T11:56:04.356057+00:00,HOLD,MSFT,score=+55 pnl=+4.0%,tech=+27 fund=+73 price=$395.63
2026-07-16T11:56:04.986210+00:00,HOLD,NVDA,score=+66 pnl=+3.4%,tech=+36 fund=+86 price=$212.50
2026-07-16T11:56:05.605631+00:00,HOLD,V,score=+60 pnl=+0.5%,tech=+55 fund=+64 price=$355.14
2026-07-16T11:56:06.455619+00:00,HOLD,XOM,score=+30 pnl=+1.3%,tech=+27 fund=+32 price=$144.51
2026-07-16T11:56:06.455813+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（10天前生成，30只）@ universe_ai.json
2026-07-16T11:56:23.952768+00:00,SKIP(exposure),ANET,score=+65,tech=+45 fund=+77 price=$171.92
2026-07-16T11:56:23.952852+00:00,SKIP(exposure),AVGO,score=+57,tech=+27 fund=+77 price=$394.28
2026-07-16T11:56:23.952899+00:00,SKIP(exposure),ETN,score=+56,tech=+45 fund=+64 price=$412.86
2026-07-16T11:56:23.952963+00:00,SKIP(exposure),TMO,score=+52,tech=+55 fund=+50 price=$535.29
2026-07-16T11:56:23.953009+00:00,SKIP(exposure),MS,score=+49,tech=+55 fund=+45 price=$228.55
2026-07-16T11:56:23.953048+00:00,SKIP(exposure),GS,score=+49,tech=+55 fund=+45 price=$1152.07
2026-07-16T11:56:23.953085+00:00,SKIP(exposure),BAC,score=+47,tech=+36 fund=+55 price=$61.59
2026-07-16T11:56:23.953122+00:00,SKIP(exposure),WFC,score=+45,tech=+50 fund=+41 price=$87.51
2026-07-16T11:56:23.953159+00:00,SKIP(exposure),MU,score=+37,tech=-36 fund=+86 price=$904.28
2026-07-16T11:56:23.953195+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$206.26
2026-07-16T11:56:23.953254+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$244.11
2026-07-16T11:56:23.953296+00:00,SKIP(exposure),LLY,score=+35,tech=-27 fund=+77 price=$1156.63
2026-07-16T11:56:23.953333+00:00,SKIP(exposure),GEV,score=+33,tech=-27 fund=+73 price=$1055.28
2026-07-16T11:56:23.953369+00:00,SKIP(exposure),VST,score=+33,tech=+27 fund=+36 price=$160.23
2026-07-16T11:56:23.953406+00:00,SKIP(exposure),CEG,score=+30,tech=+27 fund=+32 price=$258.11
2026-07-17T11:09:59.855207+00:00,HOLD,AAPL,score=+45 pnl=+7.7%,tech=+36 fund=+50 price=$333.26
2026-07-17T11:10:01.058175+00:00,HOLD,AMZN,score=+41 pnl=+1.4%,tech=+27 fund=+50 price=$249.89
2026-07-17T11:10:02.240770+00:00,HOLD,GOOGL,score=+33 pnl=-6.6%,tech=-27 fund=+73 price=$354.46
2026-07-17T11:10:03.449401+00:00,HOLD,JPM,score=+63 pnl=+0.6%,tech=+55 fund=+68 price=$343.15
2026-07-17T11:10:04.841652+00:00,HOLD,META,score=+58 pnl=+8.2%,tech=+36 fund=+73 price=$664.54
2026-07-17T11:10:05.997915+00:00,HOLD,MSFT,score=+58 pnl=+2.3%,tech=+36 fund=+73 price=$401.10
2026-07-17T11:10:07.149029+00:00,HOLD,NVDA,score=+63 pnl=+0.1%,tech=+27 fund=+86 price=$207.40
2026-07-17T11:10:08.266125+00:00,HOLD,V,score=+60 pnl=+2.1%,tech=+55 fund=+64 price=$365.14
2026-07-17T11:10:09.657318+00:00,HOLD,XOM,score=+34 pnl=+3.6%,tech=+36 fund=+32 price=$145.95
2026-07-17T11:10:09.657484+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（11天前生成，30只）@ universe_ai.json
2026-07-17T11:10:43.884776+00:00,SKIP(exposure),WFC,score=+52,tech=+68 fund=+41 price=$88.07
2026-07-17T11:10:43.884843+00:00,SKIP(exposure),GS,score=+49,tech=+55 fund=+45 price=$1095.46
2026-07-17T11:10:43.884872+00:00,SKIP(exposure),BAC,score=+47,tech=+36 fund=+55 price=$61.49
2026-07-17T11:10:43.884897+00:00,SKIP(exposure),TMO,score=+45,tech=+36 fund=+50 price=$543.19
2026-07-17T11:10:43.884920+00:00,SKIP(exposure),MU,score=+37,tech=-36 fund=+86 price=$853.20
2026-07-17T11:10:43.884944+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$188.30
2026-07-17T11:10:43.884967+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$254.39
2026-07-17T11:10:43.884991+00:00,SKIP(exposure),LLY,score=+35,tech=-27 fund=+77 price=$1169.17
2026-07-17T11:10:43.885014+00:00,SKIP(exposure),AVGO,score=+35,tech=-27 fund=+77 price=$374.45
2026-07-17T11:10:43.885037+00:00,SKIP(exposure),ANET,score=+35,tech=-27 fund=+77 price=$168.56
2026-07-17T11:10:43.885061+00:00,SKIP(exposure),GEV,score=+33,tech=-27 fund=+73 price=$1036.22
2026-07-20T13:22:43.911575+00:00,HOLD,AAPL,score=+45 pnl=+7.5%,tech=+36 fund=+50 price=$333.74
2026-07-20T13:22:44.304420+00:00,HOLD,AMZN,score=+41 pnl=+2.1%,tech=+27 fund=+50 price=$247.23
2026-07-20T13:22:44.828580+00:00,HOLD,GOOGL,score=+22 pnl=-6.2%,tech=-55 fund=+73 price=$346.77
2026-07-20T13:22:45.362767+00:00,HOLD,JPM,score=+63 pnl=-0.1%,tech=+55 fund=+68 price=$341.10
2026-07-20T13:22:45.754434+00:00,HOLD,META,score=+65 pnl=+6.7%,tech=+55 fund=+73 price=$646.01
2026-07-20T13:22:46.255799+00:00,HOLD,MSFT,score=+55 pnl=+1.1%,tech=+27 fund=+73 price=$393.82
2026-07-20T13:22:46.691320+00:00,HOLD,NVDA,score=+63 pnl=+1.7%,tech=+27 fund=+86 price=$202.81
2026-07-20T13:22:47.170147+00:00,HOLD,V,score=+60 pnl=+0.5%,tech=+55 fund=+64 price=$358.56
2026-07-20T13:22:47.837739+00:00,HOLD,XOM,score=+34 pnl=+2.9%,tech=+36 fund=+32 price=$147.36
2026-07-20T13:22:47.838030+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（14天前生成，30只）@ universe_ai.json
2026-07-20T13:23:03.101375+00:00,SKIP(exposure),LLY,score=+57,tech=+27 fund=+77 price=$1179.11
2026-07-20T13:23:03.101466+00:00,SKIP(exposure),TMO,score=+52,tech=+55 fund=+50 price=$532.48
2026-07-20T13:23:03.101506+00:00,SKIP(exposure),BAC,score=+47,tech=+36 fund=+55 price=$61.27
2026-07-20T13:23:03.101540+00:00,SKIP(exposure),GS,score=+45,tech=+45 fund=+45 price=$1065.22
2026-07-20T13:23:03.101572+00:00,SKIP(exposure),WFC,score=+45,tech=+50 fund=+41 price=$87.51
2026-07-20T13:23:03.101603+00:00,SKIP(exposure),MU,score=+37,tech=-36 fund=+86 price=$848.95
2026-07-20T13:23:03.101635+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$188.68
2026-07-20T13:23:03.101666+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$254.49
2026-07-20T13:23:03.101698+00:00,SKIP(exposure),JNJ,score=+35,tech=+27 fund=+41 price=$253.04
2026-07-20T13:23:03.101730+00:00,SKIP(exposure),ANET,score=+35,tech=-27 fund=+77 price=$168.61
2026-07-20T13:23:03.101760+00:00,SKIP(exposure),GEV,score=+33,tech=-27 fund=+73 price=$1057.84
2026-07-20T13:23:03.101791+00:00,SKIP(exposure),AVGO,score=+32,tech=-36 fund=+77 price=$370.83
2026-07-21T12:09:18.437474+00:00,HOLD,AAPL,score=+60 pnl=+5.2%,tech=+55 fund=+64 price=$326.59
2026-07-21T12:09:18.823085+00:00,HOLD,AMZN,score=+41 pnl=+2.8%,tech=+27 fund=+50 price=$249.99
2026-07-21T12:09:19.191277+00:00,HOLD,GOOGL,score=+25 pnl=-5.6%,tech=-45 fund=+73 price=$351.99
2026-07-21T12:09:19.689400+00:00,HOLD,JPM,score=+55 pnl=-0.7%,tech=+36 fund=+68 price=$338.87
2026-07-21T12:09:20.061457+00:00,HOLD,META,score=+65 pnl=+6.9%,tech=+55 fund=+73 price=$645.85
2026-07-21T12:09:20.473307+00:00,HOLD,MSFT,score=+58 pnl=+3.4%,tech=+36 fund=+73 price=$402.29
2026-07-21T12:09:20.954197+00:00,HOLD,NVDA,score=+63 pnl=+2.1%,tech=+27 fund=+86 price=$203.28
2026-07-21T12:09:21.448589+00:00,HOLD,V,score=+60 pnl=+1.0%,tech=+55 fund=+64 price=$360.57
2026-07-21T12:09:22.083112+00:00,HOLD,XOM,score=+34 pnl=+3.9%,tech=+36 fund=+32 price=$148.36
2026-07-21T12:09:22.083314+00:00,UNIVERSE,-,ai-thematic,AI主题股池 2026-07-06（15天前生成，30只）@ universe_ai.json
2026-07-21T12:10:06.408212+00:00,SKIP(exposure),BAC,score=+55,tech=+55 fund=+55 price=$60.42
2026-07-21T12:10:06.408310+00:00,SKIP(exposure),TMO,score=+52,tech=+55 fund=+50 price=$526.23
2026-07-21T12:10:06.408349+00:00,SKIP(exposure),MU,score=+37,tech=-36 fund=+86 price=$865.46
2026-07-21T12:10:06.408382+00:00,SKIP(exposure),MRVL,score=+37,tech=-36 fund=+86 price=$194.94
2026-07-21T12:10:06.408413+00:00,SKIP(exposure),ABBV,score=+36,tech=+36 fund=+36 price=$253.38
